product_type,product_subtype,price,material,brand,competitor_name,product_description,feature,original_site
Apparel,Bottoms,30.00,cotton,Napapijri,Napapijri Usa,"Inspired by life between city and nature, the Aurora Short Sleeve T-Shirt has a clean, relaxed silhouette built for everyday wear. Cut for comfort and made to last, it keeps things straightforward with a crew neck and short sleeves that work from the city to wherever the day takes you. The cotton build keeps it breathable and easy to wear, season after season.",breathable,https://napapijri.com
Apparel,Bottoms,30.00,cotton,Napapijri,Napapijri Usa,"Inspired by life between city and nature, the Aurora Short Sleeve T-Shirt has a clean, relaxed silhouette built for everyday wear. Cut for comfort and made to last, it keeps things straightforward with a crew neck and short sleeves that work from the city to wherever the day takes you. The cotton build keeps it breathable and easy to wear, season after season.",breathable,https://napapijri.com
Apparel,Bottoms,24.00,cotton,Napapijri,Napapijri Usa,"Inspired by life between city and nature, the Aurora Short Sleeve T-Shirt has a clean, relaxed silhouette built for everyday wear. Cut for comfort and made to last, it keeps things straightforward with a crew neck and short sleeves that work from the city to wherever the day takes you. The cotton build keeps it breathable and easy to wear, season after season.",breathable,https://napapijri.com
Apparel,Bottoms,24.00,cotton,Napapijri,Napapijri Usa,"Inspired by life between city and nature, the Aurora Short Sleeve T-Shirt has a clean, relaxed silhouette built for everyday wear. Cut for comfort and made to last, it keeps things straightforward with a crew neck and short sleeves that work from the city to wherever the day takes you. The cotton build keeps it breathable and easy to wear, season after season.",breathable,https://napapijri.com
Apparel,Bottoms,24.00,cotton,Napapijri,Napapijri Usa,"Inspired by life between city and nature, the Aurora Short Sleeve T-Shirt has a clean, relaxed silhouette built for everyday wear. Cut for comfort and made to last, it keeps things straightforward with a crew neck and short sleeves that work from the city to wherever the day takes you. The cotton build keeps it breathable and easy to wear, season after season.",breathable,https://napapijri.com
Apparel,Bottoms,62.50,cotton,Napapijri,Napapijri Usa,"Designed as a modern staple for everyday adventures, the Aylin Cargo Trousers embody the brand's authentic spirit with a modern twist. Staying true to Napapijri's heritage, these trousers feature practical cargo pockets and a relaxed, tapered fit, blending function with style for everyday adventures. Crafted from 100% cotton, they offer comfort and durability for the urban explorer.",,https://napapijri.com
Apparel,Bottoms,62.50,cotton,Napapijri,Napapijri Usa,"Designed as a modern staple for everyday adventures, the Aylin Cargo Trousers embody the brand's authentic spirit with a modern twist. Staying true to Napapijri's heritage, these trousers feature practical cargo pockets and a relaxed, tapered fit, blending function with style for everyday adventures. Crafted from 100% cotton, they offer comfort and durability for the urban explorer.",,https://napapijri.com
Apparel,Bottoms,62.50,cotton,Napapijri,Napapijri Usa,"Designed as a modern staple for everyday adventures, the Aylin Cargo Trousers embody the brand's authentic spirit with a modern twist. Staying true to Napapijri's heritage, these trousers feature practical cargo pockets and a relaxed, tapered fit, blending function with style for everyday adventures. Crafted from 100% cotton, they offer comfort and durability for the urban explorer.",,https://napapijri.com
Apparel,Bottoms,62.50,cotton,Napapijri,Napapijri Usa,"Designed as a modern staple for everyday adventures, the Aylin Cargo Trousers embody the brand's authentic spirit with a modern twist. Staying true to Napapijri's heritage, these trousers feature practical cargo pockets and a relaxed, tapered fit, blending function with style for everyday adventures. Crafted from 100% cotton, they offer comfort and durability for the urban explorer.",,https://napapijri.com
Apparel,Bottoms,28.00,,Napapijri,Napapijri Usa,"Paying homage to Napapijri’s connection to the great outdoors, the Aylmer short sleeve t-shirt is a casual bottom layer with a crew neck, ribbed trims and Norwegian flag printed graphic.",,https://napapijri.com
Other,Hoodies,70.00,cotton,Napapijri,Napapijri Usa,"Featuring an adjustable drawstring hood, zip fastening and signature Norwegian flag graphic, the Aylmer full-zip winter hoodie is warm and comfortable thanks to its regular fit and cotton composition.",hood,https://napapijri.com
Other,Hoodies,70.00,cotton,Napapijri,Napapijri Usa,"Featuring an adjustable drawstring hood, zip fastening and signature Norwegian flag graphic, the Aylmer full-zip winter hoodie is warm and comfortable thanks to its regular fit and cotton composition.",hood,https://napapijri.com
Other,Hoodies,70.00,cotton,Napapijri,Napapijri Usa,"Featuring an adjustable drawstring hood, zip fastening and signature Norwegian flag graphic, the Aylmer full-zip winter hoodie is warm and comfortable thanks to its regular fit and cotton composition.",hood,https://napapijri.com
Other,Hoodies,72.00,cotton,Napapijri,Napapijri Usa,"Featuring an adjustable drawstring hood and signature Norwegian flag graphic, the Aylmer winter hoodie is warm and comfortable thanks to its regular fit and cotton composition.",hood,https://napapijri.com
Other,Hoodies,72.00,cotton,Napapijri,Napapijri Usa,"Featuring an adjustable drawstring hood and signature Norwegian flag graphic, the Aylmer winter hoodie is warm and comfortable thanks to its regular fit and cotton composition.",hood,https://napapijri.com
Other,Hoodies,63.00,cotton,Napapijri,Napapijri Usa,"Featuring an adjustable drawstring hood and signature Norwegian flag graphic, the Aylmer winter hoodie is warm and comfortable thanks to its regular fit and cotton composition.",hood,https://napapijri.com
Other,Sweatshirts,56.00,,Napapijri,Napapijri Usa,"Blending a laid-back silhouette with everyday comfort, the Aylmer winter sweatshirt is finished with ribbed detailing and our signature Norwegian flag graphic on the chest.",,https://napapijri.com
Other,Zip Sweatshirts,80.00,cotton,Napapijri,Napapijri Usa,"Rooted in Napapijri’s commitment to versatile design, the Ayna Full Zip Sweatshirt blends outdoor functionality with urban style. This versatile piece features a full-zip front and practical front pockets, perfect for everyday adventures. Crafted from 100% cotton, it offers comfort and durability for the modern explorer.",,https://napapijri.com
Other,Zip Sweatshirts,80.00,cotton,Napapijri,Napapijri Usa,"Rooted in Napapijri’s commitment to versatile design, the Ayna Full Zip Sweatshirt blends outdoor functionality with urban style. This versatile piece features a full-zip front and practical front pockets, perfect for everyday adventures. Crafted from 100% cotton, it offers comfort and durability for the modern explorer.",,https://napapijri.com
Other,Sweatshirts,220.00,,Napapijri,Napapijri Usa,"Made of soft and comfortable French terry, the Bacchus sweatshirt comes in an oversized fit that reflects British designer Martine Rose’s laidback approach to tailoring. It’s finished with a stripe design, signature branding and ribbing on the cuffs, neck and hem.",,https://napapijri.com
Other,Hoodies,63.00,cotton,Napapijri,Napapijri Usa,"With a relaxed fit and adjustable drawstring hood, the Back graphic hoodie is a warm and comfortable urban streetwear style made primarily of cotton. It's finished with seasonal Napapijri graphics on the front and back.",hood,https://napapijri.com
Other,Hoodies,63.00,cotton,Napapijri,Napapijri Usa,"With a relaxed fit and adjustable drawstring hood, the Back graphic hoodie is a warm and comfortable urban streetwear style made primarily of cotton. It's finished with seasonal Napapijri graphics on the front and back.",hood,https://napapijri.com
Other,Sweatshirts,56.00,cotton,Napapijri,Napapijri Usa,"With a relaxed fit and crew neck design, the Back graphic sweatshirt is a warm and comfortable urban streetwear style made primarily of cotton. It's finished with seasonal Napapijri graphics on the front and back.",,https://napapijri.com
Other,Sweatshirts,56.00,cotton,Napapijri,Napapijri Usa,"With a relaxed fit and crew neck design, the Back graphic sweatshirt is a warm and comfortable urban streetwear style made primarily of cotton. It's finished with seasonal Napapijri graphics on the front and back.",,https://napapijri.com
Other,Sweatshirts,56.00,cotton,Napapijri,Napapijri Usa,"With a relaxed fit and crew neck design, the Back graphic sweatshirt is a warm and comfortable urban streetwear style made primarily of cotton. It's finished with seasonal Napapijri graphics on the front and back.",,https://napapijri.com
Other,Hoodies,95.00,cotton,Napapijri,Napapijri Usa,"Engineered for versatile, day‑to‑day wear, the Badge French Terry Hoodie is a relaxed, everyday pullover built for real wear. Cut in a comfortable oversized fit, it features a drawstring hood, a front kangaroo pocket, and the iconic Napapijri badge at the chest. The French terry cotton build keeps things breathable and easy to layer, with ribbed cuffs and hem that hold their shape over time.","breathable, hood",https://napapijri.com
Other,Hoodies,95.00,cotton,Napapijri,Napapijri Usa,"Engineered for versatile, day‑to‑day wear, the Badge French Terry Hoodie is a relaxed, everyday pullover built for real wear. Cut in a comfortable oversized fit, it features a drawstring hood, a front kangaroo pocket, and the iconic Napapijri badge at the chest. The French terry cotton build keeps things breathable and easy to layer, with ribbed cuffs and hem that hold their shape over time.","breathable, hood",https://napapijri.com
Other,Hoodies,95.00,cotton,Napapijri,Napapijri Usa,"Engineered for versatile, day‑to‑day wear, the Badge French Terry Hoodie is a relaxed, everyday pullover built for real wear. Cut in a comfortable oversized fit, it features a drawstring hood, a front kangaroo pocket, and the iconic Napapijri badge at the chest. The French terry cotton build keeps things breathable and easy to layer, with ribbed cuffs and hem that hold their shape over time.","breathable, hood",https://napapijri.com
Other,Hoodies,66.50,cotton,Napapijri,Napapijri Usa,"Engineered for versatile, day‑to‑day wear, the Badge French Terry Hoodie is a relaxed, everyday pullover built for real wear. Cut in a comfortable oversized fit, it features a drawstring hood, a front kangaroo pocket, and the iconic Napapijri badge at the chest. The French terry cotton build keeps things breathable and easy to layer, with ribbed cuffs and hem that hold their shape over time.","breathable, hood",https://napapijri.com
